ProductID	ProductName	Price	Category	CreatedDate
1	VOfHF	8866	食品	2002-11-13
2	T1D9j	8496	衣料品	2008-06-18
3	69zlY	2022	食品	2002-07-31
4	cksVv	5789	雑貨・日用品	2001-10-07
5	OldeH	2042	雑貨・日用品	2008-07-20
6	Z82gg	5721	衣料品	2009-07-17
7	pNwFM	6853	花・グリーン	2007-08-27
8	5YcDR	7974	雑貨・日用品	2000-07-14
9	ufk39	4558	衣料品	2011-08-07
10	6xgeU	5535	家具・インテリア・家電	2007-01-01
11	stLBP	3121	家具・インテリア・家電	2005-12-17
12	C74Lj	8299	ヘルス＆ビューティー	2005-08-01
13	tAweo	1372	衣料品	2015-10-03
14	elwWQ	9178	花・グリーン	2015-06-21
15	JM2vI	1476	花・グリーン	2010-08-03
16	B05jl	2636	雑貨・日用品	2001-01-24
17	BHixL	1583	衣料品	2000-12-25
18	86Wun	4646	花・グリーン	2001-08-27
19	GDAiY	8989	花・グリーン	2004-06-24
20	7vxGb	8816	家具・インテリア・家電	2014-01-15
21	bukA6	3296	家具・インテリア・家電	2003-10-12
22	gPCDB	7462	ヘルス＆ビューティー	2002-12-06
23	ttHko	8745	家具・インテリア・家電	2014-10-04
24	KZDzI	3408	花・グリーン	2011-02-09
25	tS2i8	4304	雑貨・日用品	2001-06-23
26	X7tpv	3075	家具・インテリア・家電	2000-03-25
27	qqRW5	3936	ヘルス＆ビューティー	2010-01-09
28	HRdPb	3477	ヘルス＆ビューティー	2007-12-28
29	PPz0a	1937	雑貨・日用品	2001-05-06
30	HWvUQ	6650	雑貨・日用品	2014-04-22
31	3uluK	9543	食品	2003-11-25
32	GGMZz	4707	花・グリーン	2013-10-04
33	UaUdb	4725	花・グリーン	2005-03-07
34	IcWmE	2135	家具・インテリア・家電	2011-11-11
35	VJeco	2117	衣料品	2010-08-02
36	rwaAe	4063	ヘルス＆ビューティー	2010-03-10
37	2TQVf	6692	家具・インテリア・家電	2015-04-12
38	qeSL7	8850	雑貨・日用品	2006-05-02
39	Uk3Zc	8760	花・グリーン	2007-06-08
40	0pk93	3238	花・グリーン	2004-07-02
41	ciMJH	9467	ヘルス＆ビューティー	2006-12-07
42	jeTN9	4998	花・グリーン	2009-10-13
43	NK68r	2186	食品	2004-02-21
44	WrNB9	4216	衣料品	2006-12-16
45	98ZJ6	1245	雑貨・日用品	2013-05-12
46	banP4	1552	雑貨・日用品	2008-07-12
47	jngOK	3540	食品	2011-08-20
48	99OMc	1396	衣料品	2001-11-04
49	mUcvW	6057	食品	2003-02-07
50	ibrEw	4274	花・グリーン	2007-06-30
51	5tWKp	6288	花・グリーン	2011-08-26
52	qmLX5	3798	食品	2013-10-28
53	Ji0zT	7592	家具・インテリア・家電	2004-05-12
54	paDSQ	4411	花・グリーン	2015-12-21
55	Ed7si	1361	ヘルス＆ビューティー	2013-12-25
56	E5d0E	4391	衣料品	2013-09-27
57	Dovd6	4107	家具・インテリア・家電	2015-10-15
58	s7UfI	1837	ヘルス＆ビューティー	2000-07-30
59	H4DD6	8372	衣料品	2013-02-12
60	gnjfg	5310	家具・インテリア・家電	2015-07-24
61	56Xhu	4750	ヘルス＆ビューティー	2005-02-18
62	EC0Zl	3119	花・グリーン	2012-07-31
63	vlDmG	8548	ヘルス＆ビューティー	2014-02-23
64	Mb52N	9677	花・グリーン	2014-10-09
65	IXqYE	8399	家具・インテリア・家電	2010-06-10
66	evGkA	5714	雑貨・日用品	2007-03-12
67	EGWKM	8908	衣料品	2004-08-03
68	NYGd8	9552	雑貨・日用品	2007-07-29
69	5J7h9	7503	ヘルス＆ビューティー	2012-11-13
70	xhgjA	8205	家具・インテリア・家電	2001-09-27
71	lL0oW	6459	ヘルス＆ビューティー	2003-05-13
72	GQNvv	6035	花・グリーン	2012-09-24
73	NMf1z	8935	衣料品	2001-11-09
74	eEIIv	6215	花・グリーン	2002-09-08
75	cfjlr	5831	衣料品	2011-04-14
76	sDNch	3026	衣料品	2010-11-11
77	NNnzU	5105	衣料品	2006-03-22
78	k1FCr	9995	雑貨・日用品	2000-10-10
79	6FkEF	2302	衣料品	2014-09-11
80	TOCfz	6470	食品	2009-10-21
81	ps5Yi	8600	ヘルス＆ビューティー	2015-03-01
82	0KxpU	7161	食品	2006-05-15
83	uRG9l	7913	衣料品	2008-03-05
84	6eDna	6063	家具・インテリア・家電	2006-12-06
85	O3VpT	7748	食品	2012-03-12
86	0HO3Y	6118	家具・インテリア・家電	2012-01-07
87	F2l8Y	5775	食品	2002-08-09
88	n4Va9	7185	家具・インテリア・家電	2001-06-20
89	GTQNi	7050	家具・インテリア・家電	2008-07-07
90	hLk79	3692	雑貨・日用品	2011-07-10
91	YwQj8	9774	花・グリーン	2008-09-24
92	RhXkT	8032	ヘルス＆ビューティー	2000-08-17
93	Re0pr	2726	食品	2004-04-26
94	a27nu	8313	ヘルス＆ビューティー	2007-02-15
95	46fMA	3937	花・グリーン	2009-11-04
96	rsWrF	9428	雑貨・日用品	2008-01-08
97	Q8jg3	5809	衣料品	2013-08-12
98	jTLXZ	9788	雑貨・日用品	2003-01-19
99	nsnAT	9064	衣料品	2004-01-01
100	4WJBV	5172	花・グリーン	2015-06-14
101	j65e2	8659	家具・インテリア・家電	2001-11-11
102	qgOqD	9717	家具・インテリア・家電	2002-04-27
103	I3gx0	4756	家具・インテリア・家電	2000-11-06
104	RiZEC	9282	食品	2009-12-04
105	veTze	8820	ヘルス＆ビューティー	2015-06-02
106	fRsos	6225	家具・インテリア・家電	2004-05-30
107	D4Ua0	1522	雑貨・日用品	2001-12-02
108	vVspn	8251	花・グリーン	2014-01-31
109	iECUF	1955	ヘルス＆ビューティー	2003-09-23
110	3L0G7	4528	衣料品	2005-02-21
111	8cUv3	5266	家具・インテリア・家電	2011-09-13
112	lmFqP	3210	衣料品	2004-05-26
113	pXJmz	1755	雑貨・日用品	2006-06-09
114	YhN9C	9475	衣料品	2003-08-14
115	MgAJl	1281	家具・インテリア・家電	2006-08-24
116	VU19h	7737	衣料品	2013-10-27
117	lZR5q	5282	食品	2001-02-24
118	sKlrb	6448	ヘルス＆ビューティー	2007-05-28
119	EFskR	4252	雑貨・日用品	2007-07-26
120	thZRc	8576	衣料品	2001-01-31
121	VnL2X	5163	食品	2000-09-27
122	mK6NF	7753	衣料品	2001-05-03
123	XagGw	3204	花・グリーン	2002-06-25
124	X7pKb	2312	ヘルス＆ビューティー	2004-03-26
125	o2B3S	8552	食品	2014-03-28
126	v6wCu	8438	雑貨・日用品	2012-06-22
127	1X0EN	9458	食品	2014-12-16
128	EBTnz	7977	雑貨・日用品	2001-10-30
129	9bU18	4308	雑貨・日用品	2014-12-26
130	upj7P	4771	衣料品	2008-01-16
131	jqmS9	7830	雑貨・日用品	2008-03-23
132	RuDWV	7004	花・グリーン	2002-06-09
133	FvgSc	7610	衣料品	2015-10-22
134	99oTI	9021	衣料品	2012-01-04
135	V29h0	7854	家具・インテリア・家電	2015-11-04
136	UQWuw	5200	ヘルス＆ビューティー	2014-09-09
137	fJcKX	8010	ヘルス＆ビューティー	2004-06-30
138	ZZcka	8486	食品	2013-05-01
139	WkSp0	9976	家具・インテリア・家電	2001-04-29
140	BQ9uR	3825	食品	2001-12-06
141	BhDpx	3836	花・グリーン	2010-10-01
142	dBT21	5092	花・グリーン	2001-02-09
143	7tIQf	1758	花・グリーン	2015-05-17
144	QoKf4	2435	雑貨・日用品	2001-08-18
145	q0WH9	8339	雑貨・日用品	2011-11-02
146	lWNjJ	4165	衣料品	2014-04-27
